"intervention","coefficients","ci.lower","ci.upper","Model","variables","seed"
"lv3_stay_home",0.850197298904151,0.825461478034366,0.875674354647256,"GEE","Intervention",1000038
"lifestyle_close",0.817506223281219,0.788930478860308,0.847117005884947,"GEE","Intervention",1000038
"log10_popsize",1.32077285271923,1.25520994901467,1.38976027862866,"OLS","Census",1000038
"med_income",0.852393621744758,0.721479502378755,1.00706240994455,"OLS","Census",1000038
"percent_poverty",1.04232660138675,1.004113991409,1.08199343227348,"OLS","Census",1000038
"med_age",0.992721476533271,0.989982613744878,0.995467916595516,"OLS","Census",1000038
"prop_white",0.970562071133377,0.961159956941268,0.980056157271094,"OLS","Census",1000038
"prop_belowCollege",1.02370389387745,1.00673734106497,1.04095638414611,"OLS","Census",1000038
"log10_popdense",0.992449229741069,0.946323921806596,1.04082275732108,"OLS","Census",1000038
"face_mask",0.904198583987032,0.876380342453188,0.932899837752607,"OLS","Intervention",1000038
"suspend_medical",1.00674332132235,0.974684519704018,1.03985658388721,"OLS","Intervention",1000038
"ban_nursing_home_visit",0.901975639524669,0.85236167703665,0.954477513729132,"OLS","Intervention",1000038
"earliest_date_school_closed",0.888811455714644,0.830813168431493,0.950858548981611,"OLS","Intervention",1000038
"daycare_close",0.816076104425536,0.754047561532127,0.883207163830851,"OLS","Intervention",1000038
"lv3_stay_home",0.892905124316653,0.867160156309254,0.919414430229662,"OLS","Intervention",1000038
"lifestyle_close",0.838358382348743,0.810756274474972,0.866900200938375,"OLS","Intervention",1000038
"log10_popsize",1.41721739805895,1.3443909331162,1.4939889163827,"GEE","Census",1000039
"med_income",0.764191045970845,0.647260866869708,0.902245114193764,"GEE","Census",1000039
"percent_poverty",1.0516581969554,1.01150537801373,1.09340492622518,"GEE","Census",1000039
"med_age",0.992295286576707,0.989336420722428,0.995263001682828,"GEE","Census",1000039
"prop_white",0.962018691933842,0.953056771106845,0.97106488478675,"GEE","Census",1000039
"prop_belowCollege",1.03006226295687,1.01255628082569,1.04787090422531,"GEE","Census",1000039
"log10_popdense",0.970615695310454,0.926133885436842,1.01723394726954,"GEE","Census",1000039
"face_mask",0.815840620275133,0.789318989497279,0.843253395075208,"GEE","Intervention",1000039
"suspend_medical",0.994991757677323,0.961140025832399,1.03003576090633,"GEE","Intervention",1000039
"ban_nursing_home_visit",0.719819638822071,0.677652177205488,0.764611005266228,"GEE","Intervention",1000039
"earliest_date_school_closed",0.784610974330653,0.72067397948882,0.854220352837987,"GEE","Intervention",1000039
"daycare_close",0.701794950841882,0.639332158445894,0.770360362013356,"GEE","Intervention",1000039
"lv3_stay_home",0.798399998587023,0.774704456734645,0.822820305475665,"GEE","Intervention",1000039
"lifestyle_close",0.853118548804785,0.822677435217856,0.884686059393435,"GEE","Intervention",1000039
"log10_popsize",1.34261187369069,1.27456889742476,1.41428733042001,"OLS","Census",1000039
"med_income",0.855394501107181,0.721287099133569,1.01443621188198,"OLS","Census",1000039
"percent_poverty",1.04211923393573,1.00311780673148,1.08263704467316,"OLS","Census",1000039
"med_age",0.993394030975297,0.990599307757733,0.996196638791409,"OLS","Census",1000039
"prop_white",0.971321915764945,0.961718476047648,0.98102125262543,"OLS","Census",1000039
"prop_belowCollege",1.02643680611382,1.00907518216746,1.04409714515235,"OLS","Census",1000039
"log10_popdense",0.976330111521151,0.930028921889136,1.02493639093143,"OLS","Census",1000039
"face_mask",0.897290885539958,0.869107494510518,0.926388206704548,"OLS","Intervention",1000039
"suspend_medical",0.96180055923941,0.930539074815822,0.994112274045381,"OLS","Intervention",1000039
"ban_nursing_home_visit",0.854208673394775,0.806026858681932,0.905270649288373,"OLS","Intervention",1000039
"earliest_date_school_closed",0.970567160524477,0.905387583392623,1.04043906760763,"OLS","Intervention",1000039
"daycare_close",0.777225701058885,0.71681934563594,0.842722499140359,"OLS","Intervention",1000039
"lv3_stay_home",0.856200680136092,0.830923034868716,0.882247300775976,"OLS","Intervention",1000039
"lifestyle_close",0.876835883804345,0.84741627631202,0.907276846832546,"OLS","Intervention",1000039
"log10_popsize",1.44405857898024,1.37116165866285,1.52083101678908,"GEE","Census",1000040
"med_income",0.768513400808978,0.653006689369878,0.904451450249147,"GEE","Census",1000040
"percent_poverty",1.03834654208663,0.999128102155655,1.0791044102724,"GEE","Census",1000040
"med_age",0.991309694266861,0.988396680717988,0.994231293081247,"GEE","Census",1000040
"prop_white",0.961799447729561,0.952954158834755,0.970726838302508,"GEE","Census",1000040
"prop_belowCollege",1.04290913455095,1.02555763438678,1.06055420627838,"GEE","Census",1000040
"log10_popdense",0.970815421876664,0.926487692049671,1.01726400840632,"GEE","Census",1000040
"face_mask",0.831644326451633,0.804843032692449,0.859338103984657,"GEE","Intervention",1000040
"suspend_medical",1.04634674971085,1.01087853404613,1.08305942183604,"GEE","Intervention",1000040
"ban_nursing_home_visit",0.727167558727485,0.68359768800055,0.773514404374732,"GEE","Intervention",1000040
"earliest_date_school_closed",0.728276225034812,0.668453656501585,0.793452552457835,"GEE","Intervention",1000040
"daycare_close",0.676472579557116,0.614747011827627,0.744395893088086,"GEE","Intervention",1000040
"lv3_stay_home",0.841423121790218,0.816594540043567,0.867006617317602,"GEE","Intervention",1000040
"lifestyle_close",0.832460910205355,0.802971912632164,0.863032885855601,"GEE","Intervention",1000040
"log10_popsize",1.3455441512038,1.27812535689476,1.41651916462826,"OLS","Census",1000040
"med_income",0.824766119349925,0.697018944392018,0.975926346192614,"OLS","Census",1000040
"percent_poverty",1.02759558057856,0.989655341871029,1.06699032738835,"OLS","Census",1000040
"med_age",0.992958451886652,0.990199898897415,0.995724689803552,"OLS","Census",1000040
"prop_white",0.97148769358165,0.962014861476547,0.98105380340177,"OLS","Census",1000040
"prop_belowCollege",1.03560305273146,1.01830435940128,1.05319561182797,"OLS","Census",1000040
"log10_popdense",0.985171758889793,0.939002843405625,1.03361070877476,"OLS","Census",1000040
"face_mask",0.916530166472444,0.888106465350069,0.945863563466895,"OLS","Intervention",1000040
"suspend_medical",1.00659169621502,0.974255729716377,1.04000090734288,"OLS","Intervention",1000040
"ban_nursing_home_visit",0.863581357273063,0.814610515144315,0.915496113498444,"OLS","Intervention",1000040
"earliest_date_school_closed",0.899777754847733,0.838831723712691,0.965151871623926,"OLS","Intervention",1000040
"daycare_close",0.760354071271714,0.700125764210886,0.825763517431888,"OLS","Intervention",1000040
"lv3_stay_home",0.887531198592843,0.861688688574679,0.914148739469475,"OLS","Intervention",1000040
"lifestyle_close",0.856080921686642,0.827703760407755,0.885430971238805,"OLS","Intervention",1000040
"log10_popsize",1.4493355612543,1.37322547156248,1.52966400100796,"GEE","Census",1000041
"med_income",0.831535602209472,0.704410497008767,0.981603000917892,"GEE","Census",1000041
"percent_poverty",1.07548742766724,1.03502901886899,1.11752732144094,"GEE","Census",1000041
"med_age",0.990294086838419,0.987299739253375,0.99329751587776,"GEE","Census",1000041
"prop_white",0.962682166201417,0.953939644273749,0.971504810273199,"GEE","Census",1000041
"prop_belowCollege",1.03718828712358,1.01950086534252,1.05518256974203,"GEE","Census",1000041
"log10_popdense",0.976275826559468,0.931284610588437,1.02344060954915,"GEE","Census",1000041
"face_mask",0.787757370478369,0.762103812716646,0.814274465483776,"GEE","Intervention",1000041
"suspend_medical",0.99596770557393,0.962521371385018,1.03057625527715,"GEE","Intervention",1000041
"ban_nursing_home_visit",0.73503619326965,0.6933212530565,0.779260989093478,"GEE","Intervention",1000041
"earliest_date_school_closed",0.796620041169009,0.737529574743186,0.860444803468509,"GEE","Intervention",1000041
"daycare_close",0.660129209096576,0.602489480646578,0.723283288257269,"GEE","Intervention",1000041
"lv3_stay_home",0.817114853015106,0.792608751323781,0.842378641294047,"GEE","Intervention",1000041
"lifestyle_close",0.870816240811667,0.839508068532998,0.90329200359741,"GEE","Intervention",1000041
"log10_popsize",1.35700705180152,1.28760126730436,1.4301540278026,"OLS","Census",1000041
"med_income",0.892452383057398,0.751340486434172,1.06006700078794,"OLS","Census",1000041
"percent_poverty",1.06158569080733,1.02145904379229,1.10328865927203,"OLS","Census",1000041
"med_age",0.991771788597319,0.988959459647851,0.994592115037526,"OLS","Census",1000041
"prop_white",0.972230424640056,0.962544207509591,0.982014115529717,"OLS","Census",1000041
"prop_belowCollege",1.03014799401668,1.01259872608544,1.04800140691372,"OLS","Census",1000041
"log10_popdense",0.984254169833499,0.937093592487168,1.03378817078818,"OLS","Census",1000041
"face_mask",0.86781882124322,0.840345181386704,0.896190664485301,"OLS","Intervention",1000041
"suspend_medical",0.970339575726799,0.938581496025649,1.0031722298049,"OLS","Intervention",1000041
"ban_nursing_home_visit",0.881519854179196,0.831149711628866,0.934942577058968,"OLS","Intervention",1000041
"earliest_date_school_closed",0.924472605096374,0.862114037459867,0.991341702417718,"OLS","Intervention",1000041
"daycare_close",0.733504533686878,0.675608538952098,0.796361901780746,"OLS","Intervention",1000041
"lv3_stay_home",0.867309444804701,0.841502393556304,0.893907942279797,"OLS","Intervention",1000041
"lifestyle_close",0.874596873196089,0.844993958460253,0.90523687530052,"OLS","Intervention",1000041
"log10_popsize",1.43984863948876,1.36658769342979,1.51703700728822,"GEE","Census",1000042
"med_income",0.767098776382344,0.651037945700474,0.903849824136081,"GEE","Census",1000042
"percent_poverty",1.05707051121781,1.01753956606815,1.09813721544411,"GEE","Census",1000042
"med_age",0.990170340007357,0.987311461499393,0.993037496740221,"GEE","Census",1000042
"prop_white",0.965626939300531,0.95705833990749,0.974272253865989,"GEE","Census",1000042
"prop_belowCollege",1.03213257381967,1.01469599483934,1.0498687837122,"GEE","Census",1000042
"log10_popdense",0.993141082167807,0.948280583519072,1.04012380537116,"GEE","Census",1000042
"face_mask",0.844358976278308,0.817329044620007,0.872282816222705,"GEE","Intervention",1000042
"suspend_medical",0.982825260301588,0.950114551148612,1.01666213944322,"GEE","Intervention",1000042
"ban_nursing_home_visit",0.804355569333188,0.759707883891102,0.851627178861892,"GEE","Intervention",1000042
"earliest_date_school_closed",0.766453565039019,0.710725836991556,0.826550881909196,"GEE","Intervention",1000042
"daycare_close",0.751290846457802,0.689793211988537,0.81827122413124,"GEE","Intervention",1000042
"lv3_stay_home",0.870572045181507,0.845376953364498,0.896518035930811,"GEE","Intervention",1000042
"lifestyle_close",0.838968543687675,0.809671449969789,0.869325721344975,"GEE","Intervention",1000042
"log10_popsize",1.35181409241541,1.28385124473543,1.42337466894732,"OLS","Census",1000042
"med_income",0.836336441074646,0.706072573204123,0.990632789339622,"OLS","Census",1000042
"percent_poverty",1.05120476093593,1.01209500793987,1.09182580760246,"OLS","Census",1000042
"med_age",0.992015834514502,0.98924593676095,0.99479348800733,"OLS","Census",1000042
"prop_white",0.974726270363638,0.965168044395802,0.984379153095321,"OLS","Census",1000042
"prop_belowCollege",1.0282570698262,1.01098403568093,1.0458252201138,"OLS","Census",1000042
"log10_popdense",0.995899814079062,0.94900008247457,1.04511733771033,"OLS","Census",1000042
"face_mask",0.906917033968243,0.878731151806844,0.936006996918838,"OLS","Intervention",1000042
"suspend_medical",0.970680364881187,0.93940569100656,1.00299623451961,"OLS","Intervention",1000042
"ban_nursing_home_visit",0.902394552918419,0.85222316852814,0.955519585959186,"OLS","Intervention",1000042
"earliest_date_school_closed",0.887112838208095,0.828939446637309,0.949368727602546,"OLS","Intervention",1000042
"daycare_close",0.819311624167571,0.755506557705628,0.888505242806449,"OLS","Intervention",1000042
"lv3_stay_home",0.903729053818369,0.877327749616781,0.930924848863145,"OLS","Intervention",1000042
"lifestyle_close",0.853609739992936,0.825143628841473,0.883057885611811,"OLS","Intervention",1000042
"log10_popsize",1.52097646003629,1.44336425093339,1.6027620127688,"GEE","Census",1000043
"med_income",0.788970617592667,0.669430223149531,0.92985738303828,"GEE","Census",1000043
"percent_poverty",1.04326308524481,1.00379692804613,1.08428092836771,"GEE","Census",1000043
"med_age",0.990134314220748,0.987229218150523,0.993047959048468,"GEE","Census",1000043
"prop_white",0.953630561834756,0.944880057514886,0.962462104298297,"GEE","Census",1000043
"prop_belowCollege",1.03409737527964,1.01663653932622,1.0518581028663,"GEE","Census",1000043
"log10_popdense",0.958646302945334,0.914877006129399,1.00450959855119,"GEE","Census",1000043
"face_mask",0.823626396009147,0.797190149872363,0.850939315182993,"GEE","Intervention",1000043
"suspend_medical",1.03467240634277,0.999987597641758,1.07056026591907,"GEE","Intervention",1000043
"ban_nursing_home_visit",0.746643325871557,0.703723099498944,0.79218126627571,"GEE","Intervention",1000043
"earliest_date_school_closed",0.864541399541194,0.796847667250015,0.937985843768727,"GEE","Intervention",1000043
"daycare_close",0.688696538857279,0.630275686280404,0.752532475801363,"GEE","Intervention",1000043
"lv3_stay_home",0.843720324883461,0.819144763225339,0.869033189955981,"GEE","Intervention",1000043
"lifestyle_close",0.894838425327779,0.863235743677898,0.927598067280541,"GEE","Intervention",1000043
"log10_popsize",1.39867223259356,1.32795767607972,1.47315238238873,"OLS","Census",1000043
"med_income",0.868833461713704,0.733301750258048,1.02941467673816,"OLS","Census",1000043
"percent_poverty",1.03800125588241,0.999204741766401,1.0783041374571,"OLS","Census",1000043
"med_age",0.992121347029457,0.989337932755357,0.994912592192037,"OLS","Census",1000043
"prop_white",0.966466560227168,0.956955069498384,0.976072588786167,"OLS","Census",1000043
"prop_belowCollege",1.02895913149372,1.01166139385963,1.04655263184948,"OLS","Census",1000043
"log10_popdense",0.971984393496038,0.92605644642976,1.02019014590545,"OLS","Census",1000043
"face_mask",0.892267118669149,0.864466153779532,0.920962154015329,"OLS","Intervention",1000043
"suspend_medical",0.999352785711011,0.967048431208608,1.03273627057146,"OLS","Intervention",1000043
"ban_nursing_home_visit",0.847538350521876,0.800282151852888,0.897585000417937,"OLS","Intervention",1000043
"earliest_date_school_closed",1.05577655549987,0.985748722360981,1.13077918323183,"OLS","Intervention",1000043
"daycare_close",0.74683992004642,0.689506561532573,0.808940621152585,"OLS","Intervention",1000043
"lv3_stay_home",0.876507927300747,0.850868558686847,0.902919891418626,"OLS","Intervention",1000043
"lifestyle_close",0.904198125036832,0.874025522997757,0.935412328138867,"OLS","Intervention",1000043
"log10_popsize",1.43703821491738,1.36146244324938,1.5168092527064,"GEE","Census",1000044
"med_income",0.714414470167728,0.603208767336916,0.846121712451774,"GEE","Census",1000044
"percent_poverty",1.03332467079165,0.993522910010142,1.07472093950584,"GEE","Census",1000044
"med_age",0.991923127389659,0.988969841652043,0.994885232300804,"GEE","Census",1000044
"prop_white",0.958749566325223,0.949749661927583,0.967834754542815,"GEE","Census",1000044
